objid,ra,dec,u,g,r,i,z,redshift
1237649962453041704,45.1844808794676,-7.71304133164318,22.62064,20.42068,18.69084,18.06458,17.70264,0.3451168
1237679437741097096,35.8159495569137,-7.57257082337829,22.37578,20.21317,18.49571,17.86702,17.56196,0.3450556
1237649921115619499,20.7026658434272,15.5044395015945,23.55073,20.73423,18.91457,18.2356,17.81593,0.3450399
1237663278465613981,2.17307086131655,1.02960153541345,22.73839,20.24589,18.49013,17.91121,17.59648,0.3450185
1237649921115553948,20.6751549761324,15.478329781479,24.29905,21.18539,19.22886,18.44772,18.04992,0.3449728
1237679167156846768,19.3238442086811,15.7547114988085,23.515,20.48299,18.5196,17.87033,17.54845,0.3449692
1237649918968529409,21.5958542878109,13.7452946703608,22.20151,20.45242,18.64272,18.05666,17.5758,0.3449173
1237649920578355489,19.8691878922816,15.0189451248294,22.34241,20.0587,18.32642,17.7038,17.28988,0.3448843
1237649964069355887,58.0789722414688,-4.95149545582843,23.00889,21.25938,19.38963,18.67392,18.2224,0.3447801
1237666407379894441,25.5635859664921,-0.471248922474684,24.30187,20.66998,18.95336,18.37474,17.97067,0.344716
1237649954409218491,33.0055074889855,13.5279860144213,26.16547,21.19191,19.21247,18.5809,18.17763,0.344678
1237652943713337893,2.72683614840162,15.3842635112479,22.74308,21.00432,19.10163,18.4286,18.03995,0.3445787
1237680240917479557,9.14982778470571,-8.73859952703438,22.14891,20.00366,18.20976,17.62944,17.29335,0.3445484
1237652615667777675,23.257888310439,-10.7154789842895,25.66948,20.36286,18.59147,17.95173,17.61647,0.3445386
1237652899697393899,53.1746508134749,-7.34619291235732,21.81738,20.65397,18.89571,18.27598,17.8589,0.3444305
1237649920044368299,26.5543919481868,14.1246558926307,25.73726,20.98034,19.16074,18.51288,18.19987,0.3443956
1237649954403713268,20.0073879002032,14.8850852976773,25.91006,20.5013,18.73055,18.05058,17.59622,0.3443666
1237663784744321371,23.0216423419307,0.511050822796675,21.84929,20.41507,18.69244,18.09981,17.77485,0.3442894
1237649918426480871,9.44274458577917,13.7401296562157,23.20811,20.18072,18.33048,17.67755,17.30151,0.3442042
1237652901834916332,30.1911779047769,-8.07384261560491,22.5222,20.60364,18.78298,18.16959,17.79222,0.3442039
1237652946916409524,3.14990752239342,-10.4186149692691,22.243,20.19146,18.40401,17.79151,17.44701,0.3441769
1237663784207974617,24.1630158491537,0.13832895398988,21.75204,19.78559,18.1454,17.59712,17.17357,0.344125
1237663782593429870,15.2672012867374,-1.06719288223662,22.46063,20.56627,18.73421,18.13211,17.73416,0.3441201
1237649863667613914,11.1327238764788,14.9210366799608,22.71195,20.51556,18.66749,18.01981,17.65712,0.3441087
1237652901305123092,46.4504659321459,-7.08508976281201,22.29954,20.92769,19.14388,18.45362,18.0144,0.3440699
1237652899691037179,38.6448871266154,-9.1251739179847,21.95506,21.09859,19.27556,18.69285,18.24053,0.3440078
1237652616742830311,26.3226042383444,-9.68229560212527,23.92111,20.86321,19.07753,18.46234,18.0723,0.3438327
1237663782601883987,34.4357695584249,-1.15110677698348,23.30748,24.1622,22.1201,21.0189,21.00248,0.3438042
1237653651309134512,26.0722525536119,13.5744430317767,23.14945,20.2397,18.5621,17.91284,17.50533,0.3437944
1237666091662115109,16.5718522799219,14.6371612070132,21.5448,20.2002,18.44082,17.80877,17.38596,0.3437824
1237652901305319804,46.9024962559025,-7.03397006684453,23.14759,20.77731,18.91395,18.33428,17.91515,0.3437364
1237666216217542860,16.6721707472646,14.7694710144098,22.92805,20.20782,18.47687,17.84598,17.41395,0.3437261
1237649918972199160,30.1211189292194,12.8050788402632,21.80866,20.01374,18.24286,17.62267,17.19972,0.3437162
1237649961379955035,46.8377161471598,-8.44530763979874,22.67367,20.88448,19.04173,18.36746,17.89872,0.3436527
1237653651306906180,20.8160697483366,13.9332323609043,25.04325,20.7124,18.96337,18.36024,17.89177,0.3436489
1237653472516767935,41.1655412221201,-7.41499696629563,22.00993,20.35508,18.65318,17.96785,17.62486,0.343598
1237656495651684596,2.70124050518172,15.1869640364475,25.10476,20.63478,18.87964,18.21137,17.82595,0.3435938
1237670956252201130,26.4197974165192,-9.32662312343721,22.20859,20.70634,18.92571,18.27334,17.90715,0.3435692
1237652630712942728,8.74992210454329,-9.46565715354618,25.39267,20.36929,18.67656,18.05119,17.5767,0.3434946
1237652901828362392,15.0987671452357,-8.96698393157999,21.92123,20.05945,18.21105,17.55233,17.19423,0.3434636
1237652899694575950,46.725110593606,-8.21765189945184,23.48496,20.81009,18.87457,18.18798,17.78478,0.3434636
1237649920579011197,21.3928113894997,14.9424073593714,22.78808,20.13499,18.39141,17.75095,17.29974,0.3434028
1237679338961043848,41.5517713835844,-6.88208957935841,22.60956,20.3891,18.65342,18.03736,17.68629,0.3433903
1237670457498141095,33.397914871929,14.5185321330265,23.22047,20.85319,18.9502,18.20667,17.7871,0.3432718
1237679437743718676,41.7800996242615,-7.0972862859424,26.09468,20.50647,18.84291,18.24133,17.84608,0.34324
1237657069547290877,24.6700755784648,-0.909696218811683,22.59287,20.46603,18.66755,18.0883,17.63968,0.3431686
1237653651306971341,20.9530550197362,13.9500749833793,22.86063,20.89331,18.86963,18.1492,17.67826,0.3431684
1237663784207909160,24.0087156068669,0.171089095871978,23.76949,19.86101,18.03016,17.4139,17.01976,0.3431352
1237663784743469775,21.066107585209,0.484049519157239,23.43564,20.80015,19.05706,18.49464,18.14108,0.3430611
1237663204918559332,10.0717745274184,0.755699273120539,21.97598,20.19334,18.47858,17.81723,17.49809,0.3430376
1237652899151282337,32.0080880460826,-9.99668702578758,22.0805,19.63866,17.91553,17.27918,16.88001,0.3430285
1237663783124075132,0.995681825136103,-0.675959117612787,21.86965,19.85012,18.1861,17.59419,17.26129,0.3430075
1237663716016980110,5.97857865219908,0.576111406573259,22.4837,20.36348,18.68885,18.10456,17.75431,0.3429548
1237653652374290657,5.74467077091566,15.2846612919947,21.54854,20.35251,18.67103,17.9696,17.53515,0.3428452
1237652900223123769,27.5223252111016,-9.50079045236053,22.2978,20.56607,18.85927,18.20219,17.85821,0.3428351
1237649962454614222,48.7373083833923,-7.29075651543496,23.14335,20.28488,18.46122,17.74113,17.37069,0.3428304
1237666301630283996,52.5162493498428,0.694182582069463,23.3923,20.57261,18.79,18.11898,17.67312,0.3428051
1237673700204609793,36.4046483206664,-9.77534247350015,21.66741,20.24685,18.48435,17.85102,17.44093,0.3427551
1237657071157379221,23.3891899209885,0.414703004108513,23.56075,20.72896,19.04308,18.44711,18.15652,0.3425271
1237649919507366070,26.232209432376,13.8039619655628,23.07364,21.25767,19.23815,18.53196,18.19713,0.3424405
1237652900749443255,3.16192417233924,-9.92782301022933,21.71353,19.86456,18.15715,17.52226,17.13809,0.3423673
1237670955715199176,26.1636885318717,-9.93743064241859,22.03348,20.31808,18.58866,17.95293,17.61878,0.3423111
1237657189836980847,12.6237561603015,-1.02129733309923,21.54972,20.1256,18.22231,17.54199,17.13181,0.3422459
1237663716016587017,5.19366426257295,0.535839628789295,22.63983,21.19412,19.12238,18.41844,17.96286,0.3422078
1237653651845152945,24.0719836242899,14.0467084438993,23.61574,20.81738,18.99512,18.32788,17.86235,0.342182
1237670956790186212,28.9835048628807,-8.85741977301951,23.86272,20.17334,18.47229,17.85099,17.4156,0.3421726
1237666300021637649,57.0115390254598,-0.465861855920362,23.10882,21.14496,19.18491,18.48512,17.95467,0.3421355
1237670956251938966,25.7211204915585,-9.49906712716012,21.0997,19.74036,18.18484,17.58389,17.25398,0.3421015
1237649962459791895,60.6169802479574,-5.70767626161133,23.00047,21.10528,19.26097,18.61659,18.21222,0.3419676
1237657191979090164,0.293729370102369,0.721342664108944,24.10161,20.14265,18.62239,17.98242,17.5861,0.3418957
1237653652922958079,33.5838911890854,13.9609709611152,23.1392,21.26531,19.59588,18.9447,18.54142,0.3418475
1237649921117454930,25.1294919232835,14.9709287770324,22.94247,20.9244,19.13039,18.49241,18.0427,0.3417885
1237656496726933702,6.30508751883519,15.8513911907509,21.82558,20.79155,18.93983,18.29566,17.90686,0.3416961
1237653651838730352,8.94744740663214,14.866498562136,25.29176,22.02583,21.3814,19.57803,19.04536,0.341664
1237670955718344896,33.4133300491253,-9.36678698722548,24.52974,20.42301,18.57392,17.96532,17.49751,0.3416348
1237663275780735206,1.05469929950431,-1.0841853256267,22.9122,20.40068,18.70395,18.10077,17.7484,0.3415593
1237652901835636871,31.8594317884473,-8.05783975531332,22.99274,20.09425,18.46242,17.85994,17.47941,0.3415129
1237666339190341844,19.7401806373628,-0.190570747990481,22.55428,20.06348,18.35774,17.7868,17.34359,0.3413192
1237666339190800659,20.8195450212633,-0.13913655552603,21.67585,19.93343,18.29289,17.68234,17.34343,0.3412504
1237663784205811888,19.305532886152,0.0347339728407087,22.30296,20.23156,18.52022,17.89117,17.50477,0.3412318
1237670955178721739,27.0267625951038,-10.1484337278334,24.73068,21.27981,19.44815,18.65788,18.1787,0.3411933
1237656495652995380,5.82809852783578,15.0927108443532,25.56255,20.54522,18.83999,18.17796,17.75386,0.341148
1237652947994738817,13.8678337612873,-9.46730928970627,24.08821,20.49738,18.69132,18.07562,17.68148,0.3410557
1237679167162089850,31.637563226333,14.5106740680076,22.15187,19.88822,18.34459,17.70383,17.31709,0.3410227
1237652900212506790,2.88163521401516,-10.3687314075705,22.45513,20.14188,18.38764,17.76003,17.32685,0.3409916
1237652946921914781,15.9860463264561,-10.2863261117532,24.11877,20.50768,18.80219,18.18,17.81566,0.3409567
1237670957325222090,24.5830546385958,-8.64341537162069,24.15722,20.3687,18.55018,17.9306,17.56802,0.3409041
1237666338651767003,15.8174615015134,-0.506880000918705,23.34151,20.07082,18.35863,17.72032,17.36702,0.3408614
1237652949071167902,19.9942776158828,-8.51816177706552,22.05761,21.29215,19.48812,18.6812,18.13817,0.3408462
1237649920042205385,21.4175653043026,14.4431093449357,21.9821,20.33083,18.61803,17.98303,17.57417,0.3408135
1237663782592381326,12.7415699106282,-1.20889750952845,22.65114,20.97687,19.09909,18.52845,18.14164,0.3407874
1237649918427725997,12.354150937222,13.7720929496084,22.99128,20.05957,18.28064,17.65752,17.26082,0.3407418
1237653651843121330,19.2050280904028,14.4395153839171,22.92117,20.38364,18.48555,17.85034,17.50167,0.3404275
1237652899696017816,50.0373188449256,-7.80073981191851,25.63763,20.58493,18.81618,18.17122,17.83066,0.340331
1237649919500746758,10.5673879520803,14.5475275935706,22.84143,21.62253,19.58042,18.76817,18.29926,0.3402513
1237652947456033258,9.58184503988177,-10.1333024365497,22.62118,20.50616,18.85789,18.26674,17.88306,0.3400863
1237649964065751488,49.8982366137491,-5.8764996477909,22.77651,20.27701,18.55734,17.92542,17.39601,0.3400719
1237656494040809933,2.0735113976603,13.8969707921792,22.98922,21.03076,18.95089,18.27695,17.862,0.3400676
1237663716555358372,9.43028707564827,0.934378484437684,22.65681,20.29169,18.55298,17.94103,17.53462,0.3400318
1237666338651701444,15.7563693422471,-0.530975727751473,22.42222,20.13309,18.38156,17.78854,17.40911,0.3399979
1237653651309199522,26.0923616319429,13.5703560170041,22.70154,20.28846,18.41758,17.78278,17.34799,0.3399528
1237653652374552783,6.39373096806781,15.2674971229838,22.93035,20.06109,18.28529,17.62725,17.23212,0.3399339
1237663783128137863,10.2143768823345,-0.748807519087564,24.17771,19.75064,18.06241,17.43263,16.95654,0.3398822
1237653653451243781,13.4995464411956,15.9233130503713,25.21772,21.05331,19.1709,18.51688,18.20557,0.339835
1237653651837550885,6.20197599881709,14.8840699357857,22.40935,20.79055,19.00735,18.33243,17.93777,0.3397729
1237652942639399212,2.22593845689426,14.4388349561697,22.83815,20.46606,18.54772,17.85311,17.48942,0.3395951
1237670959471067441,33.4137327283502,14.1907988708855,22.23858,20.52282,18.72367,18.05427,17.59878,0.3394963
1237672842284171440,3.27710790671489,-8.88564155051581,22.56757,20.06762,18.34173,17.73973,17.40573,0.3394648
1237653651846136054,26.3481358473645,13.925447077887,22.36193,19.90686,18.01268,17.35509,17.01814,0.3392066
1237672795035205895,3.23658283609348,-8.96792156839803,22.17373,20.64129,18.91649,18.28321,17.89046,0.3390236
1237653651309265125,26.3284970635218,13.503177384592,24.73375,20.27723,18.57559,17.91481,17.47775,0.3390166
1237652946916278565,2.81309160522028,-10.5364029755351,21.40083,19.69667,18.10954,17.44873,17.02202,0.338969
1237680240917282967,8.64761544259736,-8.74412629775663,23.71039,20.0209,18.31317,17.6543,17.25409,0.3389434
1237656495116255390,6.04807636858084,14.7275547143624,21.65308,19.89488,18.0679,17.42524,17.00827,0.3388939
1237653471980355780,42.2332415695902,-7.72425950740293,22.3687,20.11384,18.36314,17.77795,17.43957,0.3388815
1237652949066252685,8.60971201042692,-8.80310304807842,22.15509,20.32696,18.66354,18.04497,17.58843,0.338719
1237672795035205893,3.25028334051328,-8.95286019267182,22.20561,20.60899,18.94362,18.30361,17.93664,0.3386553
1237663204917313870,7.16142598424801,0.73610902171417,22.13656,20.15577,18.38311,17.77626,17.4101,0.3385446
1237656495653257521,6.46668738220023,15.0260795510023,26.38659,20.66725,18.87334,18.20938,17.78881,0.3384722
1237652629100101816,3.57888874385894,-10.6755270482177,24.53568,20.74181,18.90134,18.17813,17.72105,0.3384299
1237653651837878665,6.85513359984611,14.8436233198824,23.49387,20.95332,19.25591,18.50574,18.05982,0.3383177
1237670955181080719,32.5437015814757,-9.72939493132592,25.94936,20.1959,18.27435,17.67035,17.27392,0.338286
1237652900212441216,2.85579045469525,-10.3402951602454,21.71634,20.01665,18.26217,17.6559,17.24424,0.3382103
1237652900224237722,30.1371910546166,-9.41166956281783,22.63176,20.29741,18.5651,17.95832,17.61342,0.3381893
1237672795572273714,3.80534428472953,-9.30194545545285,22.13986,20.4461,18.64331,17.99496,17.66595,0.3381741
1237652900224303421,30.2327432891069,-9.35660411532401,22.3859,20.54264,18.78893,18.16144,17.77319,0.3381332
1237678617420890305,6.98987936287182,1.24982762384161,22.75585,20.40707,18.60696,18.02699,17.63624,0.3380958
1237652948534100212,19.4938371175281,-8.97791522164647,21.69873,19.03273,17.73405,17.24713,16.81669,0.3378881
1237652949065138297,6.06473764133703,-8.87905605188107,26.35192,20.50686,18.70765,18.1068,17.71834,0.3376555
1237660241388830967,53.2479748510609,0.493760761049743,23.05818,20.31167,18.55853,17.9221,17.57611,0.3376552
1237653651837878299,6.86263664915316,14.8744011682333,24.97124,21.06403,19.30474,18.59789,18.23487,0.3376459
1237663784741700209,16.9806450024651,0.598542823340556,24.4062,21.00476,19.1335,18.45818,18.00185,0.3376183
1237653652913848703,12.1745551715022,15.6963669854031,22.63634,21.19698,19.25758,18.55887,18.22126,0.3376083
1237679338960191706,39.7037836124256,-7.21848176910149,23.33101,20.37637,18.59442,18.01373,17.67066,0.3376074
1237649962459529440,59.919389439001,-5.85105344717414,21.9552,20.27474,18.45237,17.81352,17.45131,0.3376068
1237656495116386546,6.36390669816683,14.6299104076374,21.2533,19.66769,17.93511,17.29712,16.93094,0.3374991
1237670955716772001,29.7611617825885,-9.64621318891144,23.2346,20.52152,18.79285,18.12231,17.80674,0.3373682
1237653652377174318,12.5840404327126,15.1289198660769,21.77253,20.9259,19.17999,18.52425,18.12757,0.3373203
1237652901302829060,41.1335602664349,-7.48677600528973,21.85842,20.75911,18.75466,18.1438,17.78391,0.3372302
1237663782591463588,10.7111384087315,-1.2034106111686,23.61862,20.61913,18.80887,18.15358,17.81202,0.3372091
1237652899162358362,57.4624366626105,-7.30415594144138,22.73028,21.22353,18.98785,18.19862,17.73812,0.3371912
1237672795035140349,3.1934743913487,-8.92703320653864,22.41841,20.21159,18.46916,17.87249,17.42477,0.3371334
1237670955180818787,31.88072214861,-9.7797701633158,26.76097,20.9698,19.19496,18.5389,18.08064,0.3370434
1237656495114289866,1.55677893540536,14.6098402542822,23.60418,20.95714,19.07132,18.42433,18.00957,0.3368462
1237663716016783569,5.61680806340138,0.50705400395432,25.78451,20.51269,18.72041,18.07776,17.66815,0.3368068
1237653651846136045,26.3101872396269,13.9207833894902,24.78431,20.30014,18.57541,17.95089,17.57179,0.336765
1237663784201289981,8.83631069219794,0.0201071257352865,23.37225,20.51007,18.7375,18.157,17.75816,0.3367274
1237652900224827433,31.5171779455203,-9.17845649105782,24.74862,22.05403,22.81985,19.5341,20.86382,0.3367153
1237653652377239762,12.793778929357,15.0970761487222,22.04313,20.15797,18.48565,17.83784,17.42589,0.3366916
1237672794498138318,2.66315261681132,-8.73473134802476,22.5241,20.49493,18.61635,17.9875,17.6295,0.3366451
1237656495116517562,6.75475147595864,14.6044190681165,24.06794,20.57132,18.84686,18.14782,17.78352,0.3366227
1237653651309265103,26.2830500434733,13.5267113341646,24.84745,20.65018,18.87233,18.19938,17.83609,0.3366178
1237670957325418621,25.1831724947246,-8.69561446834169,22.69746,20.7516,18.96301,18.33106,17.91043,0.3365963
1237652943176204514,2.04990225245263,14.968462815379,23.28628,20.94643,19.16234,18.50557,18.24438,0.3365738
1237653651302973932,11.5856566936136,14.3495046765562,25.01243,21.03561,19.19716,18.50127,18.033,0.3365643
1237679437744636130,44.0110211582731,-7.01430259608598,22.4611,20.82898,18.93549,18.28267,17.89021,0.3364859
1237649918432051394,22.3908074434104,13.2205716823252,24.31273,20.46175,18.68438,18.07293,17.65331,0.3364115
1237656495116910606,7.65119857018402,14.6739848678484,22.44565,20.2869,18.56848,17.84082,17.43695,0.3363657
1237649961917743244,48.8607064311228,-7.78931157727015,25.20829,20.00134,18.26812,17.64134,17.26178,0.3363533
1237652900763337403,35.290851629966,-8.4715731820047,23.27814,20.40652,18.62012,17.97432,17.51743,0.3363405
1237657192518910150,7.12701124624766,1.11041596646662,22.48597,20.58538,18.79867,18.17684,17.77283,0.336294
1237649918968070180,20.4338437192906,13.6977649024458,23.01029,20.55448,18.75034,18.11912,17.69864,0.3362523
1237653651309265140,26.3575342301914,13.4160517740135,21.70449,19.45844,17.73394,17.03932,16.62706,0.3362417
1237670956789596668,27.5387250567404,-8.89081023223901,22.13433,20.23979,18.49536,17.86554,17.42283,0.3362247
1237652946380128469,4.55366150140996,-10.8643788989289,22.40755,20.84138,18.99464,18.29063,17.81422,0.3361949
1237666339189162155,16.9637894969239,-0.121464702165152,22.36759,20.1671,18.33475,17.71871,17.36596,0.3361435
1237652900223779306,29.0849710138256,-9.46422408944507,22.58892,20.79223,19.16231,18.46372,18.04488,0.3361092
1237649918970626332,26.3939940465076,13.226117295628,22.4201,20.942,19.1974,18.50829,18.07106,0.3360294
1237652949066252507,8.58734946724674,-8.85049534106921,25.47678,20.22535,18.49799,17.89442,17.48507,0.3360026
1237649962458022142,56.6253624076327,-6.41996349164308,21.4542,19.73396,17.93096,17.25432,16.8994,0.3359464
1237652900775002756,61.924849313343,-5.35377953133254,24.01888,20.92041,19.07698,18.38817,17.91072,0.3359197
1237657190908231856,6.94947895434916,-0.04684731970538,22.66934,20.87788,19.08224,18.44007,18.07663,0.3357123
1237663784744059065,22.427954877678,0.461731304607129,22.33331,20.47716,18.76084,18.14198,17.76071,0.3357087
1237670955181736053,33.9875284069435,-9.68513854240941,21.19538,19.80864,18.11249,17.51002,17.14417,0.3357067
1237652946916803216,4.16843919483357,-10.4744374947486,22.50192,20.60257,18.83714,18.25864,17.81457,0.3356507
1237663784742224063,18.2110271621652,0.536902606225268,21.47574,20.40127,18.61353,18.00133,17.56376,0.3356504
1237652900774937197,61.793110134343,-5.30615197416441,23.73341,21.16535,19.1413,18.40385,17.8945,0.3355752
1237663783665860829,12.128797568413,-0.227752360114772,23.08666,20.5724,18.8487,18.26374,17.94711,0.3355686
1237649962997252353,61.8776407634022,-5.15524665069619,23.67671,20.52037,18.7439,18.04505,17.64733,0.3354283
1237652900758159525,23.3188923743678,-9.40753044340444,21.49162,19.53914,17.84317,17.21995,16.94399,0.3352335
1237649928635089178,61.8907204314136,-5.28925763036454,23.4787,20.19872,18.29089,17.67139,17.22912,0.335173
1237653650769707222,20.0439587939933,13.5883037828884,23.09822,19.98655,18.19892,17.60238,17.23185,0.3351545
1237652900766417089,42.2620737724857,-7.8746182092954,21.79237,19.22479,17.45896,16.82984,16.44118,0.3351305
1237652630712877151,8.50499571814592,-9.5270527992361,22.41203,19.57804,17.81756,17.20766,16.83507,0.3350912
1237652901295095956,23.4682378593106,-8.90167009296298,26.56727,20.26883,18.56958,17.94615,17.57613,0.3350406
1237653650764726876,8.35776607452021,14.0522321758061,21.92412,20.55351,18.84824,18.17148,17.77996,0.3349187
1237678433791246518,7.03412822216311,0.731024509955239,21.89536,20.06793,18.24713,17.62462,17.22239,0.3348497
1237657191444709646,6.04019752322552,0.281297951729155,22.68119,20.01997,18.28257,17.68013,17.37078,0.3348197
1237652901298176149,30.5341746568607,-8.43702399756998,21.92368,19.89322,18.14733,17.53606,17.1393,0.3347267
1237680240915185860,3.85172234280822,-8.75781377340704,21.96192,20.18208,18.38651,17.79597,17.39405,0.3346458
1237652947992379836,8.36475734000753,-9.74991178380446,22.49413,20.49064,18.72585,18.05169,17.68865,0.334631
1237656494577353134,1.35594324065289,14.1929391040817,24.3141,20.9688,19.06718,18.36508,17.78746,0.3346266
1237652899695624683,49.1695911651996,-7.87469833535847,23.27796,20.41911,18.33323,17.79345,17.26794,0.334588
1237652947455836419,9.13035317264874,-10.183678047133,23.36196,20.65317,18.88394,18.25286,17.92539,0.3345553
1237663716016718022,5.52762652956397,0.498921377939764,22.15806,20.34835,18.62335,17.96562,17.58941,0.334546
1237663204922687700,19.4987418966557,0.679193733626407,21.79236,20.27114,18.52435,17.86023,17.46331,0.3345099
1237653650771083536,23.1676803219866,13.3203627359202,23.17359,21.12474,19.19953,18.52849,18.15808,0.3344889
1237649920579666107,22.9281999774529,14.8925681371701,24.0208,20.68782,18.88629,18.19702,17.86282,0.3344637
1237670956250890735,23.2941915922745,-9.51184661239019,22.86145,21.08868,19.42114,18.80164,18.42507,0.3344595
1237649918431002809,19.9844740205154,13.304722241464,21.83997,20.31799,18.4502,17.79773,17.39285,0.3344346
1237656971301683376,12.1177039924341,-0.484712974378968,21.254,19.72408,17.98211,17.41523,17.2201,0.3344154
1237649918427529372,11.9207563412276,13.8058925680932,24.51474,20.51883,18.66824,18.11066,17.45209,0.3343851
1237666338114503177,14.9046497583166,-0.941016764473219,22.16824,20.13629,18.42938,17.85502,17.54285,0.3343601
1237652946916999639,4.56069735350464,-10.5201290610981,22.97063,21.31933,19.51843,18.87573,18.62165,0.3343208
1237649954406072515,25.6712103681576,14.336075651766,25.57075,20.00828,18.26735,17.63133,17.18927,0.3341836
1237666406845382858,31.051774281175,-0.897631074368588,25.85253,20.25354,18.42423,17.75541,17.34091,0.3341216
1237663782593233053,14.7558244027162,-1.08177153760115,23.58977,20.64477,18.91445,18.33651,17.95596,0.33412
1237652946916737055,3.97973669130063,-10.5994115770965,23.1831,21.06567,19.23378,18.62655,18.27989,0.3341094
1237656495116648644,7.01036046956193,14.5759251600715,26.07129,21.36335,19.17293,18.40288,18.0564,0.3340797
1237672795035074808,3.05874853953139,-8.83937276853005,22.211,20.31313,18.66542,18.02934,17.59487,0.3340763
1237652616204780157,23.6640812735087,-10.2989379229123,24.16038,20.53892,18.83538,18.25457,17.77531,0.334055
1237673699669639349,39.9428639748213,-7.20674888742872,20.96737,19.35551,17.69731,17.05888,16.65864,0.3340025
1237649954406203689,25.9017147956007,14.4414197033655,22.51671,20.08559,18.25406,17.58387,17.1213,0.3339726
1237649918431986310,22.3590522361822,13.1868604988697,21.31474,19.29651,17.62701,17.00449,16.66551,0.3339226
1237666407380615453,27.2893100428277,-0.429261017077078,23.1193,20.39994,18.66563,18.06283,17.6691,0.3337843
1237649919501926633,13.3665405262661,14.5830100109697,21.74342,19.82957,18.05283,17.37671,16.98454,0.3337783
1237649961916760429,46.5462784771974,-8.09180089984778,21.97387,20.76357,18.88198,18.21982,17.78405,0.3337567
1237649920581173436,26.4351792755328,14.5289559579275,22.4943,20.41547,18.60021,17.96742,17.53977,0.3337131
1237652943713338071,2.79575369955131,15.3122023632763,23.55983,20.76595,18.9733,18.33347,17.92267,0.3336813
1237657189832392896,2.08077229236227,-0.945783743113774,22.72739,20.56243,18.7813,18.17327,17.77989,0.3336763
1237663277928284405,1.15573028333455,0.526827876573696,24.37829,20.6832,19.03197,18.3677,17.99174,0.3336713
1237652900766482931,42.4987288876534,-7.84627460002731,22.36503,20.849,19.062,18.36548,17.92522,0.3334606
1237673019445215399,4.32503938102849,-8.94414394074146,23.35234,19.73363,18.17406,17.57849,17.18242,0.3334207
1237657191979942306,2.25156492643271,0.830615900287142,22.27966,20.94028,19.11676,18.47068,18.05032,0.333417
1237649954406137997,25.8008414420723,14.3103091550356,22.13678,20.4018,18.60537,17.99866,17.50467,0.3333696
1237652900748329073,0.515711190428419,-9.83555443173409,23.02044,20.4804,18.70608,18.07629,17.7689,0.3332027
1237652900224500380,30.7490557939536,-9.39577053371835,26.8351,20.68797,18.89706,18.14911,17.78857,0.3330585
1237657191446151358,9.34422704570295,0.346381722601134,22.82212,20.43007,18.65138,18.03159,17.73977,0.3329313
1237656496724902263,1.46850054558581,15.959715586112,24.50347,20.39017,18.71805,18.02181,17.51734,0.3329216
1237649918963745058,10.2680586932484,14.1636244866242,25.108,20.58948,18.91865,18.2237,17.76424,0.3328015
1237649920578158885,19.3440590610039,15.0813999542303,23.47547,20.56367,18.78342,18.1585,17.76865,0.3327454
1237652901285135011,0.419403904727986,-9.3564228112407,26.43003,21.49318,19.38313,18.65471,18.07966,0.3327374
1237672795035140363,3.15209260863955,-8.9554718065146,23.6502,20.89795,19.03052,18.36155,17.92696,0.3327134
1237649954406204036,25.9551066728185,14.3082297594473,22.10735,20.89293,19.20469,18.39352,18.01587,0.3326839
1237652901845598601,54.5819168833095,-5.59040115968814,21.74771,20.06323,18.35443,17.72467,17.27535,0.3325762
1237652900236034318,57.1947357493395,-6.4923157807191,23.59269,20.41528,18.67415,18.02515,17.59983,0.3325753
1237652900758421766,23.8454203240431,-9.45794398048684,22.25557,20.21608,18.48799,17.85625,17.44191,0.3325099
1237672795035140314,3.06675966836798,-8.87910255746435,21.26064,19.73846,17.9819,17.36375,16.9993,0.3324824
1237663784200962236,8.22585025369773,0.143702475280821,22.41738,20.05979,18.3947,17.79626,17.44991,0.3324741
1237663784208498888,25.3177250635696,0.0384886294082438,22.42081,20.12271,18.45108,17.83247,17.4276,0.33242
1237652948533969553,19.3302064154613,-9.06303114352067,22.52807,20.76905,19.01607,18.36523,18.03012,0.3323975
1237652616204779796,23.5198842248395,-10.2441098299019,25.39869,20.37792,18.56921,17.98528,17.57095,0.3323904
1237649954404827382,22.6390195918331,14.6382896538298,23.15545,20.24039,18.48767,17.84819,17.48307,0.3323601
1237670956254101753,30.828917275976,-9.16462839038686,21.90772,20.70626,19.00958,18.33272,18.0218,0.3323176
1237653650766299363,11.9804059737945,14.0390962200189,26.70654,20.95997,19.15248,18.47524,18.08301,0.3322806
1237652899694510255,46.5882430173044,-8.2665302104089,24.71853,20.95588,19.16204,18.4724,18.09764,0.3322744
1237653651846136074,26.3898002840394,13.9327366420159,22.94831,20.23492,18.49868,17.8509,17.43231,0.3321907
1237652899683041662,20.1013440930329,-10.4645768713367,22.30634,20.4052,18.6418,18.00266,17.73715,0.3321375
1237657191444185298,4.74224015300763,0.262568634844683,23.64988,19.99377,18.25629,17.62384,17.251,0.3321361
1237670956254167203,30.8398828312844,-9.14584084024042,25.10485,20.44447,18.7498,18.10443,17.80334,0.3321247
1237652946379604157,3.38433168240772,-10.9876554885311,22.07275,19.84433,18.05926,17.45849,17.11812,0.3321056
1237649962459464052,59.8036500633596,-5.92850665807948,24.75886,20.58757,18.81553,18.079,17.6185,0.3320761
