objid,ra,dec,u,g,r,i,z,redshift
1237653653455896926,24.4547036695441,15.2705816361775,22.64406,21.44552,19.7246,18.97236,18.41293,0.9973055
1237679167159075093,24.5307664007963,15.308754400154,27.06569,21.12909,19.33625,18.50272,17.98661,0.996452
1237653652923024004,33.8587608006586,13.8482723855287,22.28872,21.63194,19.65573,18.70737,18.13166,0.9562397
1237666407381663867,29.6513320676299,-0.508862332794795,19.5884,18.38839,17.80691,17.44468,17.21685,0.9429001
1237663782601818951,34.3992922432456,-1.09438282036621,23.81271,23.88486,21.73003,21.43427,21.95517,0.9197973
1237652900212179022,2.24534651994098,-10.3837992820139,24.64383,23.97741,22.13294,21.02844,20.82387,0.9091959
1237663278465810600,2.75225991366554,1.00445745527609,18.59645,17.39178,16.80267,16.50993,16.27993,0.8889526
1237652901848154569,60.5007477108962,-4.80698991958333,22.01842,21.77017,19.49812,18.63462,18.19442,0.8739244
1237652900761567765,31.1587459639788,-8.95645473317994,21.60555,21.03116,19.18075,18.37924,18.01448,0.8718063
1237649963531698705,56.3203091209958,-5.45278704951954,21.64231,21.46897,19.63557,18.45555,17.79999,0.8618814
1237649962996662749,60.5530164243239,-5.45920832684459,23.9846,22.26977,20.40111,19.67155,19.2505,0.809442
1237666407380812360,27.7447790896683,-0.588862047392653,25.14533,22.30621,21.6117,21.10004,20.63355,0.8062288
1237656496188751933,3.20440500811037,15.5640932734138,24.65486,25.98861,14.69022,13.84438,23.8891,0.7701838
1237666299480113334,46.3646617768521,-0.936429711312468,18.12441,16.92768,16.42402,16.146,15.96395,0.7621642
1237660239777693881,52.0039636976069,-0.682579069491236,17.6857,16.0538,15.24961,14.84317,14.47633,0.7484322
1237663783668547762,18.3102834072784,-0.341684986199287,19.07778,17.64729,17.04228,16.77692,16.5951,0.7448403
1237663783138624618,34.2796355881255,-0.721145694241619,23.40379,23.35308,22.08603,20.97965,20.68658,0.7365687
1237663783134494831,24.7278634081463,-0.789588004560287,19.05673,17.58278,16.83945,16.43773,16.16644,0.7336269
1237663782596379022,21.9262617081783,-1.21561154459676,19.62571,18.34408,17.68679,17.31882,17.19849,0.7300088
1237663783138624352,34.2770530948979,-0.669636821615081,24.25215,23.0144,21.56944,21.02403,20.36279,0.7252635
1237663783143277346,44.8364126707755,-0.785502337430819,25.03557,23.03385,22.5223,21.86226,21.14039,0.7000302
1237663782595395907,19.7356419824349,-1.05334091081101,20.17053,18.48996,17.77902,17.4555,17.18565,0.6720387
1237653650767347893,14.4799324173406,13.762553384238,24.32282,21.2,20.23783,19.67386,19.87718,0.6573204
1237653652914176083,13.024917832355,15.7001652259886,24.73991,24.53603,21.59207,22.67006,19.92476,0.646792
1237663783663239520,6.14357472462599,-0.362490268656693,23.6567,22.60095,22.10931,21.80354,22.3001,0.6348949
1237652899700015168,59.2614085976235,-6.66347429977749,21.12918,17.24971,16.15034,14.72624,25.66896,0.6176214
1237663783675561257,34.2875180706224,-0.263248224646861,24.28749,22.77929,23.0082,21.7365,22.25145,0.6129439
1237663783675495188,34.2800250831362,-0.324409644104167,23.39139,24.39769,23.94167,22.65744,22.51772,0.6065273
1237663783142031989,41.9998019994788,-0.670405875549571,23.35069,22.26106,21.50736,20.6984,20.19503,0.6023461
1237652901300077211,34.9483232396443,-8.11966408013373,21.79094,20.84794,19.03068,17.99002,17.39178,0.5958616
1237663785279488398,19.0492697602644,0.896713563123649,22.70739,21.6759,20.97382,20.59393,20.50294,0.5943875
1237657069548470338,27.3724849601031,-1.02593399870396,24.99096,22.22401,20.3657,19.11541,18.58207,0.5830581
1237649962456777226,53.731724697696,-6.77428525993764,23.15971,20.98538,19.33088,18.28836,17.68851,0.5786152
1237649920036831539,8.73451376792593,15.0227288036711,23.56704,21.13191,19.48219,18.58112,18.10197,0.5688347
1237653651840958896,14.1206564655781,14.6453316369651,26.30422,21.30228,19.64281,18.49429,17.97206,0.5645638
1237649919507628492,26.8078686451937,13.7222295151526,22.55214,21.32003,19.38286,18.15466,17.63202,0.5618241
1237649918971871827,29.4222654739046,12.9000045164778,22.54549,21.18242,19.47717,18.50638,18.16272,0.5532563
1237653650773770619,29.4373847476529,12.8072024594883,22.01462,21.37837,19.53307,18.56756,17.98667,0.5529739
1237652946915885444,1.99290249797259,-10.5484662552398,25.41328,20.86188,19.5448,18.50279,17.93997,0.5513296
1237652900211851683,1.39578805958112,-10.3892693109718,27.77855,20.73012,18.85746,17.87432,17.35049,0.5507497
1237652948529119911,7.96958997398445,-9.15001982224017,21.12377,21.06189,19.12099,18.10663,17.58423,0.5497696
1237663783668220324,17.5249155844611,-0.30984531732245,22.82327,21.55204,19.81938,18.91147,18.48511,0.5478132
1237649962995351848,57.4908196296969,-5.79180135226336,23.96115,21.34072,19.65849,18.61223,17.95432,0.5466293
1237649962458743064,58.197176136559,-6.19841677741958,23.24549,21.24627,19.65014,18.80742,18.18212,0.5433207
1237679338960650695,40.7095293789424,-7.01940359145672,22.14064,21.23572,19.38829,18.43508,17.96719,0.5433183
1237652899682255232,18.2820959701556,-10.3975707034615,26.18689,21.38813,19.68778,18.58657,18.03081,0.5431266
1237649920578748879,20.7130793978146,14.9035593246457,24.16623,21.69333,19.48972,18.42097,17.9661,0.541656
1237656496726278567,4.69871735626128,16.0373802809897,21.43765,20.68517,18.96261,17.83413,17.31285,0.5411696
1237652900748460492,0.818394583486182,-9.91129033081564,21.95011,20.6819,18.96455,17.95613,17.58627,0.5411186
1237649962457825807,56.1618305972983,-6.4550723980467,23.78653,21.82223,19.69323,18.67856,18.24677,0.5409774
1237672793962316109,3.30680946634192,-11.0862204635246,22.57385,20.97919,19.28644,18.13443,17.75534,0.5406246
1237680240922526115,20.715113659392,-8.46429454240155,25.1214,21.08812,19.23468,18.11305,17.66967,0.538427
1237663785282568618,26.0924433246338,0.901019467750697,23.43856,20.80483,19.07529,18.04297,17.49078,0.5381877
1237663237667750454,55.8873519827393,-0.700459902129987,23.52534,21.433,19.79363,18.7262,18.20787,0.5374914
1237652901303157349,42.0081327399031,-7.42117468117458,22.25988,21.07924,19.3303,18.25587,17.85467,0.536836
1237652899695362064,48.5469220332528,-8.0693784379223,24.61555,25.1114,17.92999,17.7299,17.04601,0.5355061
1237652947452297494,0.835022898129282,-10.0234909443917,26.24544,20.99317,19.38278,18.30789,17.88956,0.535174
1237673700741808391,36.6617104497155,-9.04101278947358,22.96433,21.84864,20.16044,19.27485,18.8054,0.5346369
1237656496190521906,7.43121536777221,15.4158568561835,22.05027,21.12782,19.28515,18.15739,17.81152,0.5342016
1237666407379698256,25.1892024659735,-0.563054407967325,24.62692,21.08278,19.525,18.46788,17.9922,0.5328525
1237649920583467414,31.7987062842228,14.0601395271178,23.56292,21.23204,19.25829,18.19313,17.5257,0.5326725
1237679167155011992,14.932888853676,15.992567298244,23.49698,21.45446,19.88567,18.84372,18.29211,0.5321219
1237652899153838362,37.8733811588802,-9.66833336774554,22.84918,21.46036,19.58635,18.59222,18.10773,0.5318678
1237652629639004462,8.20910091346813,-10.1989200550483,25.85555,21.0883,19.40698,18.38185,18.0069,0.5315586
1237649920039060057,14.0546246075617,14.848199901094,27.07999,21.57348,19.75981,18.76572,18.23759,0.5308274
1237652899153838786,37.9118850415112,-9.5882465635392,21.68788,21.54416,19.67023,18.83474,18.59601,0.5302314
1237653652910506422,4.21453807480617,15.7040688563392,22.53823,21.67919,19.71135,18.58732,18.08761,0.530149
1237652630712943170,8.77087402079427,-9.47933995558753,22.77033,21.26264,19.25498,18.21284,17.70423,0.5294828
1237652616741781938,23.9162902589011,-9.87529880336941,22.03435,21.44132,19.8822,18.84802,18.3851,0.5285512
1237663785278046843,15.8541345381621,0.931032272659599,22.38097,20.63282,18.94055,17.90114,17.40816,0.5284318
1237649961385853315,60.2411386031264,-6.70859714239314,22.53623,21.44969,19.67664,18.66833,18.0558,0.5273053
1237663785276604688,12.4862757559421,0.871535394493202,23.98091,20.91124,19.21108,18.37895,18.04601,0.5255843
1237652900763337193,35.2346173272023,-8.64714597364907,23.37889,21.16241,19.3971,18.45016,17.97833,0.5250653
1237649964069159351,57.6572240462936,-5.03066973667827,22.49549,21.02402,19.33741,18.23959,17.66921,0.524518
1237656494043365876,8.15218414913647,13.7690369426553,24.5086,21.57601,19.70141,18.60435,18.0064,0.5244747
1237670955178263196,26.0492782930373,-10.3940162586193,26.1925,21.54012,19.61013,18.67811,18.24317,0.5244737
1237678434327986433,6.58497809346422,0.807419804653237,22.1097,20.8472,19.20802,18.39315,18.03337,0.524286
1237679437738803521,30.4826084295601,-7.93504507121069,23.16247,20.88295,19.13789,18.08928,17.63038,0.5230744
1237652900751343881,7.44845420249149,-9.84162368381569,22.17984,21.01224,19.4166,18.49392,18.10838,0.5222697
1237656494577418649,1.52537439159221,14.3262978972055,22.39923,21.29385,19.63454,18.57237,18.02765,0.5201905
1237649961920889247,56.0685925825748,-6.79076429350359,25.75815,22.51304,20.17643,19.17954,18.44335,0.5199893
1237652901846974811,57.6818650432336,-5.10040820079175,24.84745,24.412,22.22955,20.8028,18.7956,0.5199182
1237657190371295838,6.82086777498819,-0.50618694260188,22.57585,21.39433,19.79401,18.94073,18.61104,0.5198436
1237666091125047919,16.9047925612653,14.1312544507271,22.81404,21.2085,19.46837,18.43254,17.93116,0.5194165
1237652900754031092,13.7547902780823,-9.81957593125842,22.76078,21.11664,19.35066,18.29057,17.80984,0.5193419
1237652901825216807,7.78631387841213,-9.09661921767055,27.16993,20.85742,18.97779,18.0275,17.52683,0.5184177
1237653501505634676,35.2435019940068,-8.6775451682064,22.49851,21.24575,19.54452,18.48536,18.05334,0.5182668
1237663784200503628,7.03900004390302,0.0191357892252463,22.51795,22.81073,22.07726,20.83191,20.2559,0.5172465
1237649963529339355,50.9208619709138,-6.23421823896497,23.65666,21.40394,19.51353,18.6326,18.07348,0.5166847
1237652899145449751,18.4554272555984,-10.7969969131567,26.06674,21.43855,19.57879,18.68601,18.26089,0.5163168
1237652948531020237,12.4705645201601,-9.20908547746016,23.90163,21.59671,19.92899,18.94197,18.46477,0.515904
1237653651845153379,24.0606826174997,14.0109690019575,23.4193,21.69592,19.86423,18.90901,18.49789,0.5151808
1237670956792480036,34.133465676409,-8.49044649097204,24.86452,21.06394,19.44753,18.422,18.21288,0.5151503
1237663204923474304,21.2106590189433,0.728418513630869,24.49784,21.863,20.02941,18.98476,18.54319,0.5150344
1237663783665008977,10.1793907052774,-0.227202794871404,22.46988,21.07062,19.30061,18.41096,17.9523,0.5139231
1237653651841876596,16.415704147871,14.6380509104123,23.98215,21.16447,19.42163,18.53664,17.90469,0.5121711
1237652900759535720,26.4599093638011,-9.31379936146389,15.30663,14.86537,15.2954,17.91328,27.46438,0.5116532
1237649962458480954,57.5499692193695,-6.18039263387395,26.47188,21.60215,19.79891,18.84239,18.40395,0.511583
1237649963531895391,56.8178903198818,-5.55747530410458,26.49273,21.20378,19.3061,18.30662,17.73171,0.5100244
1237663783138624303,34.2607911790003,-0.765190572738767,23.78276,22.01178,20.9816,20.51891,20.34167,0.5096109
1237652900773495361,58.5150224494358,-5.92034291244703,25.50952,21.52738,19.6119,18.58554,18.11109,0.5093132
1237649962459005291,58.7627415200348,-5.99795114173072,23.81074,21.1195,19.34527,18.38692,17.84967,0.509208
1237652900771922544,54.9347959422841,-6.38378707785387,21.95384,21.05083,19.48898,18.47503,18.06725,0.5090492
1237656494041399844,3.48059355014357,13.8758029917633,23.24999,21.34525,19.60165,18.71628,18.15427,0.5086623
1237649918964269538,11.5669253341729,14.1844688053887,22.36518,21.01504,19.26952,18.22836,17.70649,0.5085646
1237652899698574009,55.9231861084478,-7.04918604185815,26.99628,20.9214,19.14896,18.25149,17.77639,0.5084125
1237653650766037157,11.3982750654126,13.8959476837547,24.28958,22.27822,20.36454,19.38366,19.04433,0.5084116
1237649918962893245,8.29822279797003,14.3294123882479,24.1092,21.19068,19.46354,18.62039,18.14494,0.5081761
1237652946383470952,12.2706508514278,-10.9107391972463,23.2791,20.97971,19.27502,18.37659,17.91478,0.5079831
1237652947996573969,17.9989982428675,-9.48277005467872,22.66334,21.39886,19.56461,18.6456,18.33795,0.5074013
1237652629102264764,8.59771194684261,-10.6603042211885,21.40538,20.94059,19.58972,18.8196,18.23934,0.5061983
1237670955717099798,30.4135726117516,-9.47714140318805,23.66504,21.08137,19.27955,18.33945,17.80902,0.5052166
1237652946381898233,8.68787196917235,-10.9918856496656,26.80691,21.72315,20.03429,19.06479,18.59476,0.5051597
1237657192516944015,2.50375714050352,1.1558761658111,24.57265,21.60056,19.62063,18.68004,18.26883,0.5049855
1237670957325287935,24.7967187713083,-8.66797605692538,23.73336,21.57608,19.63409,18.64281,18.27117,0.5046666
1237656494579712641,6.95231928320686,14.2696720125145,23.11648,21.78224,19.69721,18.74023,18.31858,0.5037026
1237663238203900375,54.1759799250386,-0.351147681363311,23.36276,22.04461,20.03419,19.12803,18.56288,0.5035311
1237652900224434472,30.5147483412177,-9.39858174963699,23.61316,21.05871,19.46839,18.64367,18.21826,0.5032
1237652901842715210,48.1229829975863,-6.42082644389233,23.48993,21.32314,19.55523,18.53915,18.14491,0.5031231
1237652900235248008,55.3348502311361,-6.81156111771216,23.5177,21.48983,19.71334,18.87627,18.39053,0.5027169
1237652900236165637,57.485453775132,-6.46684867432669,24.614,21.57045,19.76381,18.92299,18.45507,0.5027167
1237652900768776466,47.6612326665409,-7.31890094463308,23.85247,21.17425,19.3147,18.33607,17.86665,0.5023514
1237652946919686779,10.8494692903986,-10.4882972396391,23.2742,21.31251,19.28968,18.49084,17.88496,0.5018139
1237649919504679411,19.9022209732543,14.2268418114616,22.71379,21.14542,19.39663,18.49946,17.97803,0.5013424
1237652900238328251,62.3253316814521,-5.68443423236173,27.01211,21.59279,19.91947,18.9952,18.4793,0.5008546
1237649962458284519,57.1669322800693,-6.38064252724154,25.19994,21.55137,19.60743,18.70806,18.28643,0.5008047
1237652899694641519,46.910219659067,-8.28819768646207,21.92528,20.87658,18.89898,17.91061,17.40707,0.5007772
1237652629101806049,7.54011534806162,-10.6753949763913,21.41035,20.83882,19.30343,18.29643,17.81886,0.5001578
1237656495115534758,4.36689301003474,14.7629413302718,25.592,21.27733,19.43491,18.46683,18.00436,0.4999906
1237672793961529944,2.59118203816317,-9.55980999675082,21.65686,21.23467,19.35881,18.48143,17.93314,0.4997509
1237649964070404567,60.4175235731365,-4.45658934970684,26.19244,20.42751,18.88814,17.92984,17.37612,0.4986577
1237670955714609777,24.7462003134164,-9.93701412455009,25.49661,21.02541,19.44329,18.5462,18.06065,0.4985408
1237652899694444864,46.4409536212592,-8.31463734846685,22.61845,21.55298,19.61601,18.65453,18.00047,0.4972989
1237670956791300253,31.4319130872828,-8.66348576656969,21.54269,20.79908,18.96657,17.98661,17.60039,0.4972483
1237649962458415553,57.4571999985046,-6.16152544282687,21.33403,21.00354,19.09217,18.32874,17.92571,0.4970683
1237672795035599175,3.50107524324429,-9.8167398624861,22.20432,21.65507,19.8687,18.89431,18.53194,0.4969811
1237649918428774892,14.7766356771486,13.7387526732664,21.9024,20.98607,19.23327,18.31334,17.85277,0.4965131
1237660240314434037,51.711196825804,-0.363328248115645,22.39991,21.53235,19.60098,18.58935,18.08885,0.4963002
1237649918431527221,21.3041109979728,13.2992535227167,24.86796,20.98535,19.17465,18.22519,17.78514,0.4962648
1237672793424724494,2.14869756429525,-9.93286176541245,22.01677,20.87278,19.13504,18.23127,17.8152,0.4961394
1237652900236165524,57.4425830084782,-6.39095447812301,22.54334,21.33492,19.56862,18.63823,18.10402,0.4958797
1237663239277838953,54.7014354963158,0.604993140443598,22.99728,21.43983,19.65438,18.69471,18.26171,0.4957195
1237649964070666533,60.9918553379659,-4.51191639182514,23.37193,21.62263,19.69606,18.78154,18.26707,0.4955268
1237652901829018020,16.6310557970853,-8.82634305289905,22.29935,21.37218,19.55365,18.61193,18.28767,0.4952223
1237652947459440819,17.437505996377,-9.83730611577855,24.09434,21.81643,19.82435,18.90772,18.39773,0.4951681
1237663784741438262,16.4391292307063,0.565128388582417,22.36362,21.17696,19.38074,18.43603,17.94123,0.4950047
1237652899693920629,45.225616174983,-8.38801541617295,25.94151,21.48825,19.5822,18.65715,18.19108,0.4944364
1237656494579646856,6.70503708218467,14.2105002605033,26.70532,21.78114,19.75604,18.77317,18.33816,0.4942192
1237653651844301503,22.1020318549888,14.1690091729791,22.99685,21.15743,19.49882,18.47294,18.04737,0.4941152
1237653652920729624,28.3876938458994,14.4702100424724,21.75914,20.58691,18.74679,17.90989,17.49806,0.4939724
1237653651836436824,3.42345809001176,14.8307105661608,25.86398,21.22985,19.41705,18.47602,18.13051,0.4939012
1237666338115617067,17.5042692585535,-0.912857883205423,23.4452,21.43477,19.59715,18.61939,18.16549,0.4938203
1237652901298504053,31.2611566718675,-8.52055482910603,22.7278,21.05187,19.21753,18.31276,17.87043,0.4937234
1237656496190063068,6.28353304927464,15.4793952993984,25.28683,21.04333,19.09645,18.17024,17.60877,0.4934628
1237649962997580533,62.6816209715129,-5.05016916724699,22.44256,21.58455,19.664,18.63552,18.14189,0.4931904
1237652899690840232,38.1602168634212,-9.14420578929172,22.5682,21.13916,19.42496,18.5068,18.02534,0.4930827
1237649918429168083,15.6902127734527,13.6785393124297,22.33509,20.82802,18.94622,17.95208,17.50436,0.492989
1237652901843763591,50.465557766667,-6.06180001771666,25.47882,21.35002,19.42262,18.57906,18.18388,0.4919741
1237663237667357301,55.039694734116,-0.638758102424253,23.11233,21.41245,19.73998,18.88488,18.39537,0.4917213
1237652901294899629,22.951251452487,-8.98541694983392,22.86175,21.20948,19.52481,18.64022,18.20829,0.4913019
1237670955181736008,33.9266845017237,-9.63977291436979,23.3462,21.06635,19.14629,18.18921,17.84469,0.4910039
1237666091662639649,16.6515750598058,15.7726867068693,22.24747,21.5793,19.57433,18.6053,18.06306,0.4908688
1237652901304533342,45.100550996779,-7.15952985570074,23.24453,21.11156,19.26538,18.3785,17.79457,0.4907732
1237652900758749498,24.5958537135996,-9.32077637120575,21.69291,20.43687,18.69441,17.83413,17.39711,0.4906273
1237666089515221558,18.4856861323422,15.7146172000729,24.16678,21.30362,19.63425,18.72845,18.21414,0.490568
1237649954403385889,19.367081911229,14.8209994242953,26.58845,20.86681,18.96879,17.99814,17.41504,0.4904447
1237666300020916915,55.3477061607623,-0.446959112778427,23.22099,21.78126,19.93948,18.94581,18.47387,0.4902276
1237652949070053527,17.4948725247747,-8.61852069890512,22.49975,21.13127,19.51162,18.54561,18.16306,0.4898048
1237649954404630979,22.2436028316798,14.7474558146773,24.24175,21.3318,19.49117,18.52504,18.04849,0.4896802
1237653652914307563,13.3112357623081,15.6650823173364,22.55565,21.14085,19.4202,18.45145,17.91004,0.489441
1237652900231840240,47.6744563151125,-7.68818479715904,24.95789,21.46035,19.4164,18.56526,18.03392,0.4893076
1237663238204096779,54.7274791572399,-0.210622944732239,23.21144,21.36621,19.65635,18.8247,18.32035,0.489093
1237652946382946742,11.1337882265707,-10.9375012932516,25.09829,21.25465,19.40853,18.59392,18.165,0.4889897
1237666090051175131,17.6686074534952,13.7216485112516,23.97171,21.16481,19.4368,18.56582,18.06429,0.488859
1237652942639595962,2.69149686864182,14.5177323543344,23.08008,21.55006,19.67851,18.74191,18.19481,0.4888198
1237652942639661648,2.93413592301215,14.5015583115257,24.55144,21.09179,19.48405,18.52271,18.15857,0.4887298
1237652628564213939,5.87728143761143,-11.1317272947983,22.16886,20.67242,18.88548,17.93595,17.47498,0.4886907
1237649918965645593,14.8113878891626,13.9993829886923,24.70641,21.15385,19.53521,18.67862,17.97555,0.4886498
1237649961919185288,52.211465769265,-7.44635207883583,23.10828,20.89589,19.13103,18.24019,17.88239,0.4882289
1237663784205942807,19.5126579291472,0.0443914618644214,24.92993,21.97793,20.14236,19.24266,18.73177,0.4879188
1237652947997688183,20.629951948814,-9.21836248233466,24.17786,21.01851,19.40248,18.51349,18.10596,0.4876771
1237652947458917009,16.3267561429276,-9.83309357665859,22.43655,20.72097,19.03783,18.16974,17.59037,0.4876248
1237649961381134653,49.4582497688193,-8.04378345660706,22.85199,21.26687,19.17969,18.27675,17.90764,0.4876187
1237652946921718327,15.5614943026436,-10.3652608912321,23.54975,21.10762,19.41668,18.57978,18.16607,0.4875556
1237652900225417677,32.8421178341548,-9.08160241368563,23.18856,21.29643,19.45255,18.53788,18.10481,0.4870692
1237652943712551735,0.934783492729025,15.2863598086341,24.37581,21.02972,19.11554,18.22576,17.76821,0.4869968
1237649961381134719,49.5022198323937,-8.17150171490065,24.07581,21.32346,19.58188,18.74108,18.20009,0.4869653
1237670957323452993,20.6093223897674,-8.93652134691406,25.371,21.2681,19.46985,18.57551,18.00451,0.4869
1237649920574030109,9.53800296562872,15.5279329956712,22.10555,20.77221,19.02309,18.11305,17.64741,0.4865875
1237649962452975946,45.0254057997512,-7.84611361947995,23.41887,21.37148,19.49896,18.58007,18.05125,0.4864323
1237652899137847648,0.786823326391769,-11.0417532195491,25.33688,21.14462,19.45092,18.56875,18.0257,0.4862165
1237652946384519685,14.8015015269055,-10.8793577176945,25.27216,21.16585,19.50097,18.6053,18.05096,0.486057
1237657071695495731,26.2418063607372,0.801718605473788,24.40901,21.09433,19.38413,18.48882,18.03463,0.4858811
1237656495116124529,5.76171311002861,14.6904330885509,23.91508,21.54679,19.73407,18.85423,18.40738,0.4856387
1237653651846005230,26.0102044097131,13.910148589584,24.29744,21.39757,19.52167,18.55913,18.08736,0.4852138
1237663784746222332,27.3878647830987,0.464629205820094,21.98483,20.46975,18.83706,17.99267,17.59615,0.4852116
1237649920573899125,9.23650490464445,15.5796784857121,24.87523,21.32052,19.49745,18.60415,18.07076,0.4851875
1237656496189145723,4.11927297382363,15.4328308810202,22.16367,20.74313,18.90695,17.99965,17.49466,0.4850799
1237653652375732619,9.19317038671215,15.3797375722488,22.81423,21.18035,19.32973,18.39141,17.84994,0.4846347
1237663783132463514,20.0623707741257,-0.674788363110117,23.75974,21.43623,19.63013,18.74302,18.36115,0.484163
1237649920576061877,14.3331204960809,15.3299115550684,25.12411,21.3698,19.4801,18.57715,18.04806,0.4840635
1237649920045679186,29.7083820736827,13.8881164924787,23.31821,21.21858,19.5195,18.60768,18.12896,0.484023
1237652899682583089,19.1337470410849,-10.3617860504772,24.10132,20.89748,19.26317,18.38908,18.07846,0.4839322
1237652946920865898,13.5611932904864,-10.3503044834546,26.67372,20.88106,18.77832,17.85568,17.3813,0.4837784
1237653652374618801,6.6707867345113,15.3195839798549,22.51978,21.11818,19.35782,18.59582,18.14571,0.4836057
1237666407917617446,27.503658151197,-0.181224377396404,23.1264,21.06584,19.24121,18.26695,17.78971,0.4834905
1237657069549125828,28.8803454372368,-0.881335729494545,23.73627,21.29809,19.5123,18.62914,18.1611,0.4833699
1237652629104230852,13.152803237667,-10.6624172158786,22.01726,21.5394,18.97026,18.16844,18.22782,0.4832614
1237652948527350142,3.96007485541919,-9.34344614918679,26.52207,21.12895,19.31641,18.43838,17.96988,0.4830173
1237652947995001253,14.4099178935766,-9.62784361416136,21.45661,20.86512,18.99552,18.07996,17.49632,0.4829215
1237652946920800818,13.4449134426759,-10.4428261850029,22.20266,21.38949,19.50596,18.62278,18.16578,0.4827293
1237652899150823955,30.9797138133012,-10.0922395345862,22.90641,21.54227,19.67527,18.75679,18.33414,0.4825822
1237652901834391942,28.961839171689,-8.22832628591182,26.75129,21.21519,19.34271,18.536,18.001,0.4825636
1237652899693396387,44.1039201318872,-8.61082442795622,26.19132,21.29092,19.44589,18.58761,18.10445,0.4824697
1237649920041484664,19.7172739936556,14.7338445683568,21.8187,21.26828,19.5176,18.55077,18.11169,0.4824202
1237649921116406135,22.5636654625642,15.3413538069453,22.20623,20.8644,19.06461,18.18696,17.64654,0.4823797
1237673699668787480,38.3968274577203,-8.49276101023868,26.47868,21.29658,19.62937,18.9044,18.47991,0.4822192
1237652900754293091,14.2977879310584,-9.67163130736866,27.04703,20.90962,19.15517,18.22974,17.72468,0.482198
1237649918968660488,21.9173774741543,13.6736941714073,23.59621,21.48575,19.66646,18.72505,18.30708,0.4820118
1237653502044012904,38.693849082663,-8.02573416778852,22.92282,21.12562,19.45643,18.59986,18.05343,0.4818802
1237649954405745181,24.8827128450944,14.3886785206883,25.28393,21.27127,19.45201,18.53127,18.21311,0.4818766
1237653651847512401,29.5046942316193,13.5464510630654,22.13756,20.78166,19.16093,18.27742,17.86964,0.481315
1237652629102789148,9.82922117036551,-10.7678165053823,22.1656,21.30253,19.3187,18.38535,17.94866,0.4812087
1237652901846450673,56.6181453893899,-5.34802179488912,24.16412,22.83718,20.99544,20.06993,19.53918,0.480935
1237652629640315393,11.341437535373,-10.1893696072764,25.60061,21.13845,19.45898,18.59952,18.08892,0.4807891
1237673701815878239,36.7594528716372,-7.84096477463078,23.74991,21.24461,19.57398,18.74006,18.32636,0.4805007
1237670957328171446,31.4619919038681,-8.30294513664457,22.87679,21.42348,19.49944,18.62331,18.22848,0.4803776
1237652942101611046,0.175579895561441,14.0201691293107,25.1178,21.21535,19.4925,18.57472,17.91867,0.480318
1237653652373766788,4.60636106161974,15.3567154867883,21.81971,21.07672,19.40305,18.54803,18.03835,0.4802284
1237652630713795366,10.7515509643307,-9.40784612126871,22.05582,21.54965,19.60931,18.61061,18.03541,0.4800315
1237670955175903662,20.504630279804,-10.585612325211,22.78442,21.23097,19.41401,18.61712,18.18483,0.4799832
1237652899146170668,20.1241855417687,-10.7586837625488,21.4719,20.84817,18.83992,17.99289,17.61204,0.4799118
1237652948530234038,10.679353122178,-9.12089592448979,23.02888,21.26091,19.57921,18.74612,18.32096,0.4799031
1237660241388765817,53.1445685731281,0.47864979111752,22.12169,21.15063,19.50468,18.56255,18.08402,0.4797938
1237653651310772553,29.7565879368539,13.1240031721956,23.78695,21.27971,19.46832,18.59887,18.16475,0.4793923
1237652629640118298,10.8720549813321,-10.1764927684913,24.7283,25.11437,20.98801,19.28414,18.50969,0.4793198
1237652901306368527,49.3838162023739,-6.73362161511233,24.06628,21.16798,19.29176,18.41534,17.98129,0.4791693
1237652629640184349,11.0072209584304,-10.2969214657255,23.74469,21.29482,19.52963,18.59115,17.97111,0.4791569
1237663238204031176,54.5338158647124,-0.231069438387317,25.09634,21.80107,20.03078,19.02581,18.58619,0.4791516
1237649918433231388,25.2317179516173,12.8830385202208,25.1687,21.17114,19.41855,18.56715,18.07025,0.4784413
1237652901828886868,16.3053225249792,-8.81165244958055,22.22805,21.34493,19.60132,18.76685,18.2366,0.4783013
1237652900219912500,20.0473262067086,-9.93614729258507,22.59729,21.11838,19.4099,18.46581,17.97051,0.4781905
1237666340797022750,10.7760597214874,1.16355124694546,27.01433,20.81656,19.30757,18.37742,17.94196,0.4780105
1237663784746025695,26.9152150794555,0.554265947796626,23.00225,21.11897,19.37945,18.58394,18.1516,0.4779687
1237653652377043295,12.2791158521996,15.1762961831479,23.66623,21.46025,19.74733,18.76491,18.23895,0.4779218
1237653652375536074,8.77153707920024,15.2382913185092,24.67092,21.59001,19.82244,18.92691,18.46357,0.4778239
1237663783672087037,26.4046564406182,-0.401918629381991,24.94601,21.56311,19.24146,18.36189,17.88751,0.4777128
1237652629639660004,9.82673109374593,-10.2648895922858,23.84797,21.10308,19.40394,18.63076,18.1785,0.4776912
1237652946915820126,1.87383764273123,-10.5569205743721,25.43261,21.25509,19.3877,18.53894,18.14846,0.4775918
1237649963530322020,53.1681451155933,-5.86019278328771,22.56506,24.46048,19.25409,18.49317,17.94592,0.47746
1237652901824889134,6.99997497585089,-9.02476216714954,23.75644,20.9564,19.26827,18.37937,17.92227,0.4773642
1237652947458130271,14.4042947147108,-9.87793065306489,22.63334,21.33519,19.55811,18.65991,18.14639,0.4772996
